iter	RMSE
441	4.116374647
442	4.112423828
443	4.11149202
444	4.11083562
445	4.110296517
446	4.107332633
447	4.104115072
448	4.099576189
449	4.09697268
450	4.096593003
451	4.094909814
452	4.093682362
453	4.091988027
454	4.088332437
455	4.08421082
456	4.081506755
457	4.07687257
458	4.072698854
459	4.07008959
460	4.069693462
461	4.065137692
462	4.061199002
463	4.060640095
464	4.060046079
465	4.057045209
466	4.053454561
467	4.053006987
468	4.050253829
469	4.049749487
470	4.045648335
471	4.043458144
472	4.040452929
473	4.038301113
474	4.037659517
475	4.036362707
476	4.033605637
477	4.030908291
478	4.028583241
479	4.023726264
480	4.021585577
481	4.01835492
482	4.017768059
483	4.017454929
484	4.013509754
485	4.012988894
486	4.009049284
487	4.008740528
488	4.005619923
489	4.001735735
490	3.998150538
491	3.995867497
492	3.991413725
493	3.986972154
494	3.985016342
495	3.980800136
496	3.975877837
497	3.974052392
498	3.972647166
499	3.970045789
500	3.967272552
501	3.965989874
502	3.964492259
503	3.961615542
504	3.957749869
505	3.957082368
506	3.956793796
507	3.952733316
508	3.950389608
509	3.947169287
510	3.945844436
511	3.945402473
512	3.942718424
513	3.939196074
514	3.938700838
515	3.938259958
516	3.935979549
517	3.932330176
518	3.931904908
519	3.929343829
520	3.927636653
521	3.924926813
522	3.923812052
523	3.92181632
524	3.921327569
525	3.920619625
526	3.919893359
527	3.917290585
528	3.914742308
529	3.913191672
530	3.910155589
531	3.908032678
532	3.905150735
533	3.904528139
534	3.900735947
535	3.899246192
536	3.896824463
537	3.893067202
538	3.889342432
539	3.888899093
540	3.887134639
541	3.886117679
542	3.88259376
543	3.878333447
544	3.874350204
545	3.870905085
546	3.868710636
547	3.867704751
548	3.867368008
549	3.865499839
550	3.86392674
551	3.860608496
552	3.860043614
553	3.858570512
554	3.857951364
555	3.855032412
556	3.851845116
557	3.848372082
558	3.846893689
559	3.844959884
560	3.843251061
561	3.841543018
562	3.838197609
563	3.835343122
564	3.832865998
565	3.830895313
566	3.828589752
567	3.825801956
568	3.822552543
569	3.819860312
570	3.81941352
571	3.816026348
572	3.813955999
573	3.810201979
574	3.805298484
575	3.801068912
576	3.798639109
577	3.795623332
578	3.792318028
579	3.790854955
580	3.788652539
581	3.784893897
582	3.782862683
583	3.780347478
584	3.77807386
585	3.7749955
586	3.771548558
587	3.76960114
588	3.769397755
589	3.767069762
590	3.764512632
591	3.762265229
592	3.76124498
593	3.759890176
594	3.759643319
595	3.757790467
596	3.757447115
597	3.754142308
598	3.752025212
599	3.751635902
600	3.75077225
601	3.748790296
602	3.74663177
603	3.743592352
604	3.740605195
605	3.73710491
606	3.734155609
607	3.733522878
608	3.731068294
609	3.728777349
610	3.726540732
611	3.723209334
612	3.719820398
613	3.716645812
614	3.715067906
615	3.712662793
616	3.708749137
617	3.708678653
618	3.707808529
619	3.70421212
620	3.703907146
621	3.70098902
622	3.698235535
623	3.6962679
624	3.693384339
625	3.691224925
626	3.690878369
627	3.689272764
628	3.686255536
629	3.684498002
630	3.68154656
631	3.681240254
632	3.678705657
633	3.675782959
634	3.674432853
635	3.672405618
636	3.671209748
637	3.667940377
638	3.66769052
639	3.665728748
640	3.664764155
641	3.662381736
642	3.662033734
643	3.657880464
644	3.656938181
645	3.655024261
646	3.654002339
647	3.652068985
648	3.650089951
649	3.649841916
650	3.647125598
651	3.646845655
652	3.646551087
653	3.644827578
654	3.643784916
655	3.641563502
656	3.640798999
657	3.640144096
658	3.639462495
659	3.63642694
660	3.634879175
661	3.633613672
662	3.633399751
663	3.633135159
664	3.632558794
665	3.632284574
666	3.629157007
667	3.626807216
668	3.625067652
669	3.622978385
670	3.621282813
671	3.619704081
672	3.619439636
673	3.618001346
674	3.615736637
675	3.614417956
676	3.613526312
677	3.611215754
678	3.610877083
679	3.608058811
680	3.606279802
681	3.603791617
682	3.602007683
683	3.599522915
684	3.59872516
685	3.596680257
686	3.593930186
687	3.591648087
688	3.589107261
689	3.586451881
690	3.584032871
691	3.58078931
692	3.579084409
693	3.575944161
694	3.574941856
695	3.572150577
696	3.569470975
697	3.566865857
698	3.564439024
699	3.561654553
700	3.559790652
701	3.559238257
702	3.558414437
703	3.55606344
704	3.555133407
705	3.554459083
706	3.552393202
707	3.551329835
708	3.549505482
709	3.546958154
710	3.543792683
711	3.542095806
712	3.54203906
713	3.540965589
714	3.538843814
715	3.534860154
716	3.531933974
717	3.53031832
718	3.526883157
719	3.525461395
720	3.524374554
721	3.524207366
722	3.522409602
723	3.520050922
724	3.517638898
725	3.515286945
726	3.512863897
727	3.510728772
728	3.509826179
729	3.507645385
730	3.504305273
731	3.503047041
732	3.502794317
733	3.502033999
734	3.497939019
735	3.495324727
736	3.494679227
737	3.492212718
738	3.489338532
739	3.488031505
740	3.485765443
741	3.485365051
742	3.484335201
743	3.481393005
744	3.480618696
745	3.477867652
746	3.475510757
747	3.474294986
748	3.473793131
749	3.470782572
750	3.470110357
751	3.467724971
752	3.467505483
753	3.465392766
754	3.462530298
755	3.460098053
756	3.458661687
757	3.455380874
758	3.453139058
759	3.452870413
760	3.449782294
761	3.447550898
762	3.447352629
763	3.445284315
764	3.443607801
765	3.442912333
766	3.440133018
767	3.439509418
768	3.437520478
769	3.436032447
770	3.433992466
771	3.430778488
772	3.429286483
773	3.427034991
774	3.425541422
775	3.425442604
776	3.424571682
777	3.421620877
778	3.420684323
779	3.418808035
780	3.418645704
781	3.416157953
782	3.414529686
783	3.413237224
784	3.412494379
785	3.409049914
786	3.40828091
787	3.407670491
788	3.40671429
789	3.405080195
790	3.403386834
791	3.401241131
792	3.399216536
793	3.398764683
794	3.398239407
795	3.396932496
796	3.396658893
797	3.394763266
798	3.393767255
799	3.392347582
800	3.392001767
801	3.390519313
802	3.390175845
803	3.389736659
804	3.388780548
805	3.386219774
806	3.383166911
807	3.381830368
808	3.381203572
809	3.381006586
810	3.377794981
811	3.374559384
812	3.373392297
813	3.371718727
814	3.370472213
815	3.369639435
816	3.367908014
817	3.367349602
818	3.364783233
819	3.363806774
820	3.363011963
821	3.36232267
822	3.358639114
823	3.357980711
824	3.357645134
825	3.354123219
826	3.352294629
827	3.350529107
828	3.349041384
829	3.34741034
830	3.346703158
831	3.343001633
832	3.342436782
833	3.339066075
834	3.336821592
835	3.3351373
836	3.332607267
837	3.33253825
838	3.330809365
839	3.328550903
840	3.327803064
841	3.325851811
842	3.3251071
843	3.322557986
844	3.31992055
845	3.317904494
846	3.31632133
847	3.315153737
848	3.312437832
849	3.31159504
850	3.310753736
851	3.308623096
852	3.30468307
853	3.30398426
854	3.303454086
855	3.302151945
856	3.301147933
857	3.300668023
858	3.300318449
859	3.298348882
860	3.297045188
861	3.296528813
862	3.293670486
863	3.290604845
864	3.28818843
865	3.287453708
866	3.287139265
867	3.28699667
868	3.285359866
869	3.285040114
870	3.283734861
871	3.281710953
872	3.278835196
873	3.27759939
874	3.274968609
875	3.274087025
876	3.272011681
877	3.269692159
878	3.267304961
879	3.266544142
880	3.265598404
881	3.264046173
882	3.261757967
883	3.259080494
884	3.256411832
885	3.254871001
886	3.254668866
887	3.25294143
888	3.250621979
889	3.248604558
890	3.247390662
891	3.247104799
892	3.245833913
893	3.241718942
894	3.238337842
895	3.238241395
896	3.236799054
897	3.235067715
898	3.231757621
899	3.230963919
900	3.227463543
901	3.22435066
902	3.221358729
903	3.219766235
904	3.218781373
905	3.217584972
906	3.216161822
907	3.215560641
908	3.212240692
909	3.212063641
910	3.211035025
911	3.210363251
912	3.206468146
913	3.205289647
914	3.203219756
915	3.201200757
916	3.199832085
917	3.198694696
918	3.197121225
919	3.195627963
920	3.19448571
921	3.193178035
922	3.190954375
923	3.190305822
924	3.18949541
925	3.1879391
926	3.185844259
927	3.184598627
928	3.183377196
929	3.181172581
930	3.180155392
931	3.178101442
932	3.177592775
933	3.176861139
934	3.176767924
935	3.176289013
936	3.174948165
937	3.172489142
938	3.170965775
939	3.169140561
940	3.167657307
941	3.163349864
942	3.163167419
943	3.161104005
944	3.15857629
945	3.158056309
946	3.156822214
947	3.155759317
948	3.153770728
949	3.152080015
950	3.151772438
951	3.150010064
952	3.148466429
953	3.146100489
954	3.145345473
955	3.142708468
956	3.141381473
957	3.136669806
958	3.135035074
959	3.132951446
960	3.129652943
961	3.128327282
962	3.127307855
963	3.125596489
964	3.12551409
965	3.124539687
966	3.122542244
967	3.120080496
968	3.118425652
969	3.116057752
970	3.115105852
971	3.114948664
972	3.113486201
973	3.112148234
974	3.110517589
975	3.107774231
976	3.107029347
977	3.106622726
978	3.104439338
979	3.102459859
980	3.101419146
981	3.09993525
982	3.098755771
983	3.097547852
984	3.09611651
985	3.093404805
986	3.093151997
987	3.092001764
988	3.090942812
989	3.090767896
990	3.089898381
991	3.089534345
992	3.087277613
993	3.084519718
994	3.083655245
995	3.081829688
996	3.081688274
997	3.080570927
998	3.080294213
999	3.07954998
